,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-05-30,53.1,119,-1.0,▼,-44.0,-1.8,2.0,20111.0,ivara_prime_set
19,2020-05-30,35.5,164,1.8,▲,-38.0,5.3,37.0,14993.0,wukong_prime_set
3,2020-05-30,38.3,123,-0.1,▼,-23.0,-0.3,47.0,14550.0,mesa_prime_set
7,2020-05-30,36.2,123,0.1,▲,-12.0,0.3,39.0,11754.0,chroma_prime_set
1,2020-05-30,34.4,113,0.0,-,-16.0,0.0,19.0,11584.0,equinox_prime_set
13,2020-05-30,148.5,101,0.3,▲,37.0,0.2,14.0,11540.0,saryn_prime_set
23,2020-05-30,91.2,90,0.0,-,-34.0,0.0,10.0,10500.0,nekros_prime_set
5,2020-05-30,69.2,41,-0.1,▼,29.0,-0.1,-15.0,9334.0,limbo_prime_set
14,2020-05-30,72.7,103,0.0,-,35.0,0.0,33.0,9055.0,mirage_prime_set
2,2020-05-30,160.5,62,0.4,▲,14.0,0.2,3.0,8830.0,rhino_prime_set
