,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
109,2020-12-10,30.7,135,-0.1,▼,-13.0,-0.3,17.0,14493.0,melee_riven_mod_(veiled)
5,2020-12-10,63.8,107,-0.7,▼,-30.0,-1.1,-3.0,9477.0,nezha_prime_set
25,2020-12-10,31.6,75,0.5,▲,-43.0,1.6,-30.0,37146.0,wukong_prime_set
7,2020-12-10,37.4,75,4.0,▲,-30.0,12.0,12.0,27965.0,equinox_prime_set
304,2020-12-10,65.2,70,0.0,-,94.0,0.0,-40.0,46006.0,arcane_energize
32,2020-12-10,53.3,67,1.0,▲,-61.0,1.9,-5.0,25819.0,inaros_prime_set
10,2020-12-10,60.0,63,3.0,▲,-1.0,5.3,-18.0,16728.0,ember_prime_set
15,2020-12-10,64.6,60,2.2,▲,-15.0,3.5,-10.0,13898.0,frost_prime_set
47,2020-12-10,62.5,52,1.1,▲,46.0,1.8,10.0,20474.0,rubico_prime_set
16,2020-12-10,51.7,50,0.1,▲,-9.0,0.2,11.0,19917.0,trinity_prime_set
